"vary","value","sim","model","fdr_threshold","sensitivity","false_positives","n_significant","observed_fdr"
"households",10,43,"Covariate-adjusted",0.1,0.4,14,16,0.875
"households",10,43,"Covariate-adjusted",0.2,0.6,25,28,0.892857142857143
"households",10,44,"Simple univariate",0.05,0.6,23,26,0.884615384615385
"households",10,44,"Simple univariate",0.1,0.6,29,32,0.90625
"households",10,44,"Simple univariate",0.2,0.6,31,34,0.911764705882353
"households",10,44,"Covariate-adjusted",0.05,0.4,15,17,0.882352941176471
"households",10,44,"Covariate-adjusted",0.1,0.4,20,22,0.909090909090909
"households",10,44,"Covariate-adjusted",0.2,0.4,29,31,0.935483870967742
"households",10,45,"Simple univariate",0.05,0.4,16,18,0.888888888888889
"households",10,45,"Simple univariate",0.1,0.8,27,31,0.870967741935484
"households",10,45,"Simple univariate",0.2,0.8,41,45,0.911111111111111
"households",10,45,"Covariate-adjusted",0.05,0.4,18,20,0.9
"households",10,45,"Covariate-adjusted",0.1,0.4,26,28,0.928571428571429
"households",10,45,"Covariate-adjusted",0.2,0.6,34,37,0.918918918918919
"households",10,46,"Simple univariate",0.05,0.2,17,18,0.944444444444444
"households",10,46,"Simple univariate",0.1,0.2,19,20,0.95
"households",10,46,"Simple univariate",0.2,0.4,33,35,0.942857142857143
"households",10,46,"Covariate-adjusted",0.05,0.2,20,21,0.952380952380952
"households",10,46,"Covariate-adjusted",0.1,0.2,24,25,0.96
"households",10,46,"Covariate-adjusted",0.2,0.2,31,32,0.96875
"households",10,47,"Simple univariate",0.05,0.8,22,26,0.846153846153846
"households",10,47,"Simple univariate",0.1,0.8,30,34,0.882352941176471
"households",10,47,"Simple univariate",0.2,0.8,40,44,0.909090909090909
"households",10,47,"Covariate-adjusted",0.05,0.6,16,19,0.842105263157895
"households",10,47,"Covariate-adjusted",0.1,0.6,24,27,0.888888888888889
"households",10,47,"Covariate-adjusted",0.2,0.6,32,35,0.914285714285714
"households",10,48,"Simple univariate",0.05,0.8,16,20,0.8
"households",10,48,"Simple univariate",0.1,1,23,28,0.821428571428571
"households",10,48,"Simple univariate",0.2,1,38,43,0.883720930232558
"households",10,48,"Covariate-adjusted",0.05,0.6,9,12,0.75
"households",10,48,"Covariate-adjusted",0.1,0.8,16,20,0.8
"households",10,48,"Covariate-adjusted",0.2,0.8,20,24,0.833333333333333
"households",10,49,"Simple univariate",0.05,0.6,21,24,0.875
"households",10,49,"Simple univariate",0.1,0.8,26,30,0.866666666666667
"households",10,49,"Simple univariate",0.2,0.8,35,39,0.897435897435897
"households",10,49,"Covariate-adjusted",0.05,0.2,6,7,0.857142857142857
"households",10,49,"Covariate-adjusted",0.1,0.2,7,8,0.875
"households",10,49,"Covariate-adjusted",0.2,0.4,23,25,0.92
"households",10,50,"Simple univariate",0.05,1,21,26,0.807692307692308
"households",10,50,"Simple univariate",0.1,1,23,28,0.821428571428571
"households",10,50,"Simple univariate",0.2,1,34,39,0.871794871794872
"households",10,50,"Covariate-adjusted",0.05,0.8,18,22,0.818181818181818
"households",10,50,"Covariate-adjusted",0.1,1,23,28,0.821428571428571
"households",10,50,"Covariate-adjusted",0.2,1,34,39,0.871794871794872
"households",20,1,"Simple univariate",0.05,1,10,15,0.666666666666667
"households",20,1,"Simple univariate",0.1,1,21,26,0.807692307692308
"households",20,1,"Simple univariate",0.2,1,25,30,0.833333333333333
"households",20,1,"Covariate-adjusted",0.05,1,5,10,0.5
"households",20,1,"Covariate-adjusted",0.1,1,9,14,0.642857142857143
"households",20,1,"Covariate-adjusted",0.2,1,15,20,0.75
"households",20,2,"Simple univariate",0.05,0.8,18,22,0.818181818181818
"households",20,2,"Simple univariate",0.1,0.8,25,29,0.862068965517241
"households",20,2,"Simple univariate",0.2,0.8,35,39,0.897435897435897
"households",20,2,"Covariate-adjusted",0.05,0.6,11,14,0.785714285714286
"households",20,2,"Covariate-adjusted",0.1,0.6,20,23,0.869565217391304
"households",20,2,"Covariate-adjusted",0.2,0.6,27,30,0.9
"households",20,3,"Simple univariate",0.05,1,31,36,0.861111111111111
"households",20,3,"Simple univariate",0.1,1,43,48,0.895833333333333
"households",20,3,"Simple univariate",0.2,1,52,57,0.912280701754386
"households",20,3,"Covariate-adjusted",0.05,0.8,19,23,0.826086956521739
"households",20,3,"Covariate-adjusted",0.1,0.8,32,36,0.888888888888889
"households",20,3,"Covariate-adjusted",0.2,1,45,50,0.9
"households",20,4,"Simple univariate",0.05,0.8,19,23,0.826086956521739
"households",20,4,"Simple univariate",0.1,0.8,23,27,0.851851851851852
"households",20,4,"Simple univariate",0.2,0.8,32,36,0.888888888888889
"households",20,4,"Covariate-adjusted",0.05,0.6,9,12,0.75
"households",20,4,"Covariate-adjusted",0.1,0.6,16,19,0.842105263157895
"households",20,4,"Covariate-adjusted",0.2,0.6,22,25,0.88
"households",20,5,"Simple univariate",0.05,0.6,18,21,0.857142857142857
"households",20,5,"Simple univariate",0.1,0.6,22,25,0.88
"households",20,5,"Simple univariate",0.2,0.6,29,32,0.90625
"households",20,5,"Covariate-adjusted",0.05,0.2,12,13,0.923076923076923
"households",20,5,"Covariate-adjusted",0.1,0.2,20,21,0.952380952380952
"households",20,5,"Covariate-adjusted",0.2,0.2,24,25,0.96
"households",20,6,"Simple univariate",0.05,0.8,18,22,0.818181818181818
"households",20,6,"Simple univariate",0.1,0.8,24,28,0.857142857142857
"households",20,6,"Simple univariate",0.2,0.8,37,41,0.902439024390244
"households",20,6,"Covariate-adjusted",0.05,0.6,4,7,0.571428571428571
"households",20,6,"Covariate-adjusted",0.1,0.6,7,10,0.7
"households",20,6,"Covariate-adjusted",0.2,0.8,26,30,0.866666666666667
"households",20,7,"Simple univariate",0.05,0.6,24,27,0.888888888888889
"households",20,7,"Simple univariate",0.1,0.8,30,34,0.882352941176471
"households",20,7,"Simple univariate",0.2,0.8,36,40,0.9
"households",20,7,"Covariate-adjusted",0.05,0.4,6,8,0.75
"households",20,7,"Covariate-adjusted",0.1,0.6,10,13,0.769230769230769
"households",20,7,"Covariate-adjusted",0.2,0.6,34,37,0.918918918918919
"households",20,8,"Simple univariate",0.05,0.8,12,16,0.75
"households",20,8,"Simple univariate",0.1,0.8,13,17,0.764705882352941
"households",20,8,"Simple univariate",0.2,1,21,26,0.807692307692308
"households",20,8,"Covariate-adjusted",0.05,0.6,2,5,0.4
"households",20,8,"Covariate-adjusted",0.1,0.6,5,8,0.625
"households",20,8,"Covariate-adjusted",0.2,0.6,8,11,0.727272727272727
"households",20,9,"Simple univariate",0.05,0.8,14,18,0.777777777777778
"households",20,9,"Simple univariate",0.1,0.8,28,32,0.875
"households",20,9,"Simple univariate",0.2,0.8,31,35,0.885714285714286
"households",20,9,"Covariate-adjusted",0.05,0.6,12,15,0.8
"households",20,9,"Covariate-adjusted",0.1,0.6,15,18,0.833333333333333
"households",20,9,"Covariate-adjusted",0.2,0.6,26,29,0.896551724137931
"households",20,10,"Simple univariate",0.05,0.8,18,22,0.818181818181818
"households",20,10,"Simple univariate",0.1,0.8,27,31,0.870967741935484
"households",20,10,"Simple univariate",0.2,0.8,37,41,0.902439024390244
"households",20,10,"Covariate-adjusted",0.05,0.4,9,11,0.818181818181818
"households",20,10,"Covariate-adjusted",0.1,0.4,14,16,0.875
"households",20,10,"Covariate-adjusted",0.2,0.6,25,28,0.892857142857143
"households",20,11,"Simple univariate",0.05,1,23,28,0.821428571428571
"households",20,11,"Simple univariate",0.1,1,26,31,0.838709677419355
"households",20,11,"Simple univariate",0.2,1,40,45,0.888888888888889
"households",20,11,"Covariate-adjusted",0.05,1,8,13,0.615384615384615
"households",20,11,"Covariate-adjusted",0.1,1,12,17,0.705882352941177
"households",20,11,"Covariate-adjusted",0.2,1,26,31,0.838709677419355
"households",20,12,"Simple univariate",0.05,1,27,32,0.84375
"households",20,12,"Simple univariate",0.1,1,36,41,0.878048780487805
"households",20,12,"Simple univariate",0.2,1,43,48,0.895833333333333
